"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"brooklyn","Madison","01 One Family Dwellings","1",6811,16,"A1","1726 East 29th Street",NA,11229,1,0,1,3000,1562,1930,"1","A1",975000,2021-05-28
"brooklyn","Madison","01 One Family Dwellings","1",6811,56,"A1","1783 East 28 Street",NA,11229,1,0,1,2500,1644,1930,"1","A1",1150000,2021-05-25
"brooklyn","Madison","01 One Family Dwellings","1",6811,60,"A1","1769 East 28th Street",NA,11229,1,0,1,2500,1644,1930,"1","A1",1175000,2020-09-01
"brooklyn","Madison","01 One Family Dwellings","1",6812,7,"A5","3056 Nostrand Avenue",NA,11229,1,0,1,1890,1296,1940,"1","A5",765000,2021-07-22
"brooklyn","Madison","01 One Family Dwellings","1",6813,18,"A5","1760 Gerritsen Avenue",NA,11229,1,0,1,1827,1836,1945,"1","A5",825000,2021-04-01
"brooklyn","Madison","01 One Family Dwellings","1",6826,7,"A1","2016 Avenue R",NA,11229,1,0,1,3300,1680,1930,"1","A1",1280000,2021-08-17
"brooklyn","Madison","01 One Family Dwellings","1",6826,9,"A2","2020 Avenue R",NA,11229,1,0,1,3300,968,1930,"1","A2",989000,2021-05-27
"brooklyn","Madison","01 One Family Dwellings","1",6827,2,"A1","2106 Avenue R",NA,11229,1,0,1,3200,1840,1920,"1","A1",999990,2021-05-24
"brooklyn","Madison","01 One Family Dwellings","1",6827,9,"A1","2124 Ave R",NA,11229,1,0,1,3224,1818,1925,"1","A1",1600000,2021-01-21
"brooklyn","Madison","01 One Family Dwellings","1",6827,70,"A1","1937 East 21st Street",NA,11229,1,0,1,3000,1719,1920,"1","A1",925000,2020-11-17
"brooklyn","Madison","01 One Family Dwellings","1",6829,76,"A1","1825 East 23rd Street",NA,11229,1,0,1,2000,1092,1930,"1","A1",1125000,2021-07-29
"brooklyn","Madison","01 One Family Dwellings","1",6829,79,"A1","1817 East 23rd Street",NA,11229,1,0,1,3000,1500,1930,"1","A1",1490000,2021-08-09
"brooklyn","Madison","01 One Family Dwellings","1",6831,56,"A3","3975 Bedford Avenue",NA,11229,1,0,1,4000,3390,2005,"1","A3",2350000,2021-08-11
"brooklyn","Madison","01 One Family Dwellings","1",6832,11,"A1","1814 East 27th Street",NA,11229,1,0,1,3000,1464,1935,"1","A1",1320000,2021-03-25
"brooklyn","Madison","01 One Family Dwellings","1",6833,20,"A1","1834 East 28th Street",NA,11229,1,0,1,3000,1395,1925,"1","A1",1275000,2020-09-21
"brooklyn","Madison","01 One Family Dwellings","1",6833,59,"A1","1873 East 27th Street",NA,11229,1,0,1,3000,1395,1925,"1","A1",1300000,2020-09-11
"brooklyn","Madison","01 One Family Dwellings","1",6833,80,"A1","1815 East 27th Street",NA,11229,1,0,1,3000,1370,1925,"1","A1",1170000,2021-07-21
"brooklyn","Madison","01 One Family Dwellings","1",6834,67,"A1","1843 E 28 Street",NA,11229,1,0,1,2300,1382,1930,"1","A1",975000,2020-09-25
"brooklyn","Madison","01 One Family Dwellings","1",6838,107,"A5","1890 Gerritsen Avenue",NA,11229,1,0,1,1440,1540,1950,"1","A5",680000,2021-02-26
"brooklyn","Madison","01 One Family Dwellings","1",7290,24,"A9","1944 East 12th Street",NA,11229,1,0,1,2000,2240,1930,"1","A9",1800000,2020-12-29
"brooklyn","Madison","01 One Family Dwellings","1",7291,124,"A9","1237 Avenue T",NA,11229,1,0,1,2300,1520,1930,"1","A9",1200000,2021-03-09
"brooklyn","Madison","01 One Family Dwellings","1",7295,21,"A9","1934 East 17th Street",NA,11229,1,0,1,2400,1608,1920,"1","A9",1060000,2021-01-27
"brooklyn","Madison","01 One Family Dwellings","1",7299,39,"A1","2070 East 21st Street",NA,11229,1,0,1,2500,1512,1930,"1","A1",1340000,2021-06-03
"brooklyn","Madison","01 One Family Dwellings","1",7300,14,"A9","1950 East 22nd Street",NA,11229,1,0,1,2000,1300,1930,"1","A9",9e+05,2021-02-25
"brooklyn","Madison","01 One Family Dwellings","1",7300,15,"A9","1952 East 22nd Street",NA,11229,1,0,1,2000,1300,1930,"1","A9",890000,2020-09-15
"brooklyn","Madison","01 One Family Dwellings","1",7300,50,"A1","2105 Avenue T",NA,11229,1,0,1,3300,1764,1930,"1","A1",1357000,2021-08-17
"brooklyn","Madison","01 One Family Dwellings","1",7300,69,"A2","2035 East 21st Street",NA,11229,1,0,1,4000,2383,1950,"1","A2",1580000,2021-01-26
"brooklyn","Madison","01 One Family Dwellings","1",7300,72,"A1","2029 East 21st Street",NA,11229,1,0,1,3000,3750,1930,"1","A1",2500000,2021-07-30
"brooklyn","Madison","01 One Family Dwellings","1",7301,17,"A9","1926 East 23rd Street",NA,11229,1,0,1,2000,1300,1920,"1","A9",956000,2020-09-09
"brooklyn","Madison","01 One Family Dwellings","1",7301,64,"A9","1989 East 22nd Street",NA,11229,1,0,1,2000,1326,1920,"1","A9",799000,2021-06-14
"brooklyn","Madison","01 One Family Dwellings","1",7302,30,"A9","1960 East 24th Street",NA,11229,1,0,1,2000,1092,1920,"1","A9",950000,2021-08-05
"brooklyn","Madison","01 One Family Dwellings","1",7303,54,"A9","1981 East 24th Street",NA,11229,1,0,1,1900,1365,1920,"1","A9",1165000,2021-07-21
"brooklyn","Madison","01 One Family Dwellings","1",7303,73,"A9","1937 East 24th St",NA,11229,1,0,1,2000,1352,1920,"1","A9",970000,2021-03-18
"brooklyn","Madison","01 One Family Dwellings","1",7303,78,"A1","1925 East 24th Street",NA,11229,1,0,1,4000,1968,1920,"1","A1",1588500,2020-12-14
"brooklyn","Madison","01 One Family Dwellings","1",7304,36,"A5","1970 East 26th Street",NA,11229,1,0,1,2033,1216,1930,"1","A5",857000,2021-02-24
"brooklyn","Madison","01 One Family Dwellings","1",7304,38,"A5","1976 East 26th Street",NA,11229,1,0,1,2033,1216,1930,"1","A5",875000,2021-04-14
"brooklyn","Madison","01 One Family Dwellings","1",7304,39,"A5","1978 E 26th St",NA,11229,1,0,1,2033,1216,1930,"1","A5",860000,2020-12-09
"brooklyn","Madison","01 One Family Dwellings","1",7304,77,"A1","4023 Bedford Avenue",NA,11229,1,0,1,2667,1760,1930,"1","A1",945000,2021-08-11
"brooklyn","Madison","01 One Family Dwellings","1",7305,26,"A5","1946 East 27th Street",NA,11229,1,0,1,1875,1683,1940,"1","A5",750000,2021-03-19
"brooklyn","Madison","01 One Family Dwellings","1",7306,33,"A5","1964 East 28th Street",NA,11229,1,0,1,1775,1785,1930,"1","A5",802000,2020-09-09
"brooklyn","Madison","01 One Family Dwellings","1",7308,59,"A5","1969 East 29th Street",NA,11229,1,0,1,1855,2040,1930,"1","A5",835000,2021-06-30
"brooklyn","Madison","01 One Family Dwellings","1",7311,36,"A1","1980 Batchelder Street",NA,11229,1,0,1,2600,1248,1925,"1","A1",915000,2021-05-11
"brooklyn","Madison","01 One Family Dwellings","1",7311,43,"A1","2993 Avenue T",NA,11229,1,0,1,2600,1248,1925,"1","A1",755000,2020-10-07
"brooklyn","Madison","01 One Family Dwellings","1",7311,44,"A1","2989 Avenue T",NA,11229,1,0,1,2600,1248,1925,"1","A1",795000,2021-07-20
"brooklyn","Madison","01 One Family Dwellings","1",7312,68,"A1","1929 Batchelder Street",NA,11229,1,0,1,2600,1256,1915,"1","A1",575000,2020-09-17
"brooklyn","Madison","01 One Family Dwellings","1",7312,71,"A1","1919 Batchelder Street",NA,11229,1,0,1,2600,1256,1915,"1","A1",720000,2020-12-21
"brooklyn","Madison","01 One Family Dwellings","1",7313,16,"A5","2038 Gerritsen Avenue",NA,11229,1,0,1,1600,1672,1950,"1","A5",750000,2021-07-27
"brooklyn","Madison","01 One Family Dwellings","1",7314,1,"A5","2072 Gerritsen Avenue",NA,11229,1,0,1,2639,2290,1950,"1","A5",710000,2021-06-10
"brooklyn","Madison","01 One Family Dwellings","1",7319,54,"A9","2069 East 14th Street",NA,11229,1,0,1,2000,2023,1920,"1","A9",910000,2020-12-29
"brooklyn","Madison","01 One Family Dwellings","1",7319,55,"A9","2067 East 14th Street",NA,11229,1,0,1,2000,1456,1920,"1","A9",760000,2021-03-22
"brooklyn","Madison","01 One Family Dwellings","1",7319,76,"A9","2011 East 14th Street",NA,11229,1,0,1,1932,1432,1920,"1","A9",850000,2020-12-07
"brooklyn","Madison","01 One Family Dwellings","1",7323,19,"A1","2034 East 19th Street",NA,11229,1,0,1,2500,1376,1920,"1","A1",1200000,2020-10-20
"brooklyn","Madison","01 One Family Dwellings","1",7326,55,"A1","2149 East 21 Street",NA,11229,1,0,1,2667,1288,1925,"1","A1",1185000,2021-07-20
"brooklyn","Madison","01 One Family Dwellings","1",7327,1,"A1","2202 Avenue T",NA,11229,1,0,1,3300,1944,1920,"1","A1",975000,2021-04-21
"brooklyn","Madison","01 One Family Dwellings","1",7331,6,"A5","2614 Ave T",NA,11229,1,0,1,1650,1260,1930,"1","A5",760000,2021-05-13
"brooklyn","Madison","01 One Family Dwellings","1",7331,68,"A5","2057 East 26th Street",NA,11229,1,0,1,1800,1224,1930,"1","A5",780000,2021-06-02
"brooklyn","Madison","01 One Family Dwellings","1",7331,83,"A5","2025 East 26th Street",NA,11229,1,0,1,1800,1683,1930,"1","A5",760000,2020-10-19
"brooklyn","Madison","01 One Family Dwellings","1",7332,75,"A5","2033 East 27th Street",NA,11229,1,0,1,1875,1728,1930,"1","A5",750000,2021-01-27
"brooklyn","Madison","01 One Family Dwellings","1",7333,68,"A5","2051 East 28th Street",NA,11229,1,0,1,1775,1785,1930,"1","A5",829000,2020-10-29
"brooklyn","Madison","01 One Family Dwellings","1",7333,72,"A5","2041 East 28th St",NA,11229,1,0,1,1775,1785,1930,"1","A5",929000,2021-06-25
"brooklyn","Madison","01 One Family Dwellings","1",7334,49,"A5","2077 East 29th Street",NA,11229,1,0,1,2042,2045,1930,"1","A5",860000,2021-08-19
"brooklyn","Madison","01 One Family Dwellings","1",7336,8,"A5","2970 Avenue T",NA,11229,1,0,1,1600,1540,1945,"1","A5",720000,2020-12-22
"brooklyn","Madison","01 One Family Dwellings","1",7336,30,"A5","2058 Brown Street",NA,11229,1,0,1,2600,1496,1940,"1","A5",760000,2021-06-14
"brooklyn","Madison","01 One Family Dwellings","1",7336,74,"A5","2029 Haring Street",NA,11229,1,0,1,1850,1152,1945,"1","A5",755000,2021-02-23
"brooklyn","Madison","01 One Family Dwellings","1",7337,33,"A9","2066 Batchelder St",NA,11229,1,0,1,2000,1260,1935,"1","A9",802000,2021-03-10
"brooklyn","Madison","01 One Family Dwellings","1",7337,73,"A5","2023 Brown Street",NA,11229,1,0,1,1900,1216,1940,"1","A5",680000,2020-10-30
"brooklyn","Madison","01 One Family Dwellings","1",7338,10,"A5","3020 Avenue T",NA,11229,1,0,1,1850,1152,1930,"1","A5",849900,2021-01-22
"brooklyn","Madison","01 One Family Dwellings","1",7338,44,"A5","3011 Avenue U",NA,11229,1,0,1,2000,1532,1930,"1","A5",630000,2021-03-16
"brooklyn","Madison","01 One Family Dwellings","1",7339,63,"A5","2045 Ford Street",NA,11229,1,0,1,1800,1224,1930,"1","A5",725500,2021-07-28
"brooklyn","Madison","01 One Family Dwellings","1",7339,71,"A5","2029 Ford Street",NA,11229,1,0,1,2117,1938,1930,"1","A5",742500,2021-03-18
"brooklyn","Madison","01 One Family Dwellings","1",7340,17,"A5","2028 Bragg Street",NA,11229,1,0,1,1600,1540,1935,"1","A5",720000,2021-07-07
"brooklyn","Madison","01 One Family Dwellings","1",7340,31,"A5","2058 Bragg Street",NA,11229,1,0,1,1800,2034,1935,"1","A5",798000,2021-03-11
"brooklyn","Madison","01 One Family Dwellings","1",7688,79,"A1","1560 East 28th Street",NA,11229,1,0,1,2925,1984,1935,"1","A1",1225000,2021-05-24
"brooklyn","Madison","01 One Family Dwellings","1",7689,20,"A1","1575 East 28th Street",NA,11229,1,0,1,4000,1991,1915,"1","A1",9e+05,2021-01-28
"brooklyn","Madison","01 One Family Dwellings","1",7689,41,"A5","1525 East 28th Street",NA,11229,1,0,1,3000,1716,1925,"1","A5",1285000,2021-06-23
"brooklyn","Madison","01 One Family Dwellings","1",7689,80,"A1","1498 East 29th Street",NA,11229,1,0,1,2000,1470,1930,"1","A1",650000,2021-06-17
"brooklyn","Madison","01 One Family Dwellings","1",7689,82,"A1","1502 East 29th Street",NA,11229,1,0,1,3000,1692,1930,"1","A1",1045000,2021-05-24
"brooklyn","Madison","01 One Family Dwellings","1",7689,99,"A5","1540 East 29th Street",NA,11229,1,0,1,2000,1696,1930,"1","A5",925000,2020-09-14
"brooklyn","Madison","01 One Family Dwellings","1",7689,108,"A5","1562 East 29th St",NA,11229,1,0,1,2000,1696,1930,"1","A5",630000,2020-10-28
"brooklyn","Madison","01 One Family Dwellings","1",7689,108,"A5","1562 East 29th Street",NA,11229,1,0,1,2000,1696,1930,"1","A5",888000,2021-06-16
"brooklyn","Madison","01 One Family Dwellings","1",7689,213,"A5","1576 East 29th Street",NA,11229,1,0,1,2000,1696,1930,"1","A5",860000,2021-05-27
"brooklyn","Madison","02 Two Family Dwellings","1",6773,77,"B2","1547 East 26 Street",NA,11229,2,0,2,6000,1856,1920,"1","B2",999900,2020-11-23
"brooklyn","Madison","02 Two Family Dwellings","1",6786,66,"B2","1627 East 23rd St",NA,11229,2,0,2,4000,2548,1925,"1","B2",1225000,2021-01-21
"brooklyn","Madison","02 Two Family Dwellings","1",6790,19,"B3","1656 East 28th Street",NA,11229,2,0,2,5000,2376,1930,"1","B3",1600000,2020-10-14
"brooklyn","Madison","02 Two Family Dwellings","1",6790,34,"B3","2707 Quentin Road",NA,11229,2,0,2,5000,2130,1930,"1","B3",1445000,2021-04-12
"brooklyn","Madison","02 Two Family Dwellings","1",6796,57,"B2","1301 Avenue R",NA,11229,2,0,2,2500,2560,1960,"1","B2",1650000,2021-08-03
"brooklyn","Madison","02 Two Family Dwellings","1",6798,18,"B1","1714 East 16th Street",NA,11229,2,0,2,1597,1648,1940,"1","B1",888000,2021-01-29
"brooklyn","Madison","02 Two Family Dwellings","1",6800,24,"B2","1744 East 18th Street",NA,11229,2,0,2,4000,2712,1930,"1","B2",1200000,2021-06-08
"brooklyn","Madison","02 Two Family Dwellings","1",6800,35,"B1","1768 East 18th Street",NA,11229,2,0,2,2080,2880,1960,"1","B1",1450000,2021-04-12
"brooklyn","Madison","02 Two Family Dwellings","1",6810,37,"B1","1772 East 28th Street",NA,11229,2,0,2,2950,2100,1950,"1","B1",833000,2021-01-25
"brooklyn","Madison","02 Two Family Dwellings","1",6810,76,"B1","1737 East 27th Street",NA,11229,2,0,2,3150,2270,1945,"1","B1",1154000,2021-01-05
"brooklyn","Madison","02 Two Family Dwellings","1",6811,61,"B3","1765 East 28th Street",NA,11229,2,0,2,2500,1644,1930,"1","B3",965000,2021-06-11
"brooklyn","Madison","02 Two Family Dwellings","1",6812,68,"B3","1757 East 29",NA,11229,2,0,2,3150,1392,1925,"1","B3",1650000,2021-07-12
"brooklyn","Madison","02 Two Family Dwellings","1",6813,13,"B9","1750 Gerritsen Avenue",NA,11229,2,0,2,1293,1836,1945,"1","B9",730000,2021-03-19
"brooklyn","Madison","02 Two Family Dwellings","1",6819,65,"B2","1863 East 13 Street",NA,11229,2,0,2,3000,3660,1920,"1","B2",1450000,2021-05-11
"brooklyn","Madison","02 Two Family Dwellings","1",6824,14,"B3","1820 East 19th Street",NA,11229,2,0,2,4000,2664,1920,"1","B3",1500000,2020-12-15
"brooklyn","Madison","02 Two Family Dwellings","1",6824,77,"B2","1821 East 18th Street",NA,11229,2,0,2,3000,1744,1925,"1","B2",1597000,2021-03-02
"brooklyn","Madison","02 Two Family Dwellings","1",6825,1,"B3","1902 Avenue R",NA,11229,2,0,2,2600,1292,1925,"1","B3",1080000,2020-11-10
"brooklyn","Madison","02 Two Family Dwellings","1",6828,17,"B2","1826 East 23 Street",NA,11229,2,0,2,3000,1670,1920,"1","B2",975000,2020-11-25
"brooklyn","Madison","02 Two Family Dwellings","1",6833,73,"B3","1837 East 27th Street",NA,11229,2,0,2,3000,1390,1925,"1","B3",995000,2020-10-27
"brooklyn","Madison","02 Two Family Dwellings","1",6833,76,"B3","1827 East 27th Street",NA,11229,2,0,2,3000,1380,1925,"1","B3",1300000,2021-02-03
"brooklyn","Madison","02 Two Family Dwellings","1",6834,41,"B3","1880 East 29",NA,11229,2,0,2,3000,1358,1940,"1","B3",885000,2020-10-20
"brooklyn","Madison","02 Two Family Dwellings","1",6836,24,"B3","1844 Haring Street",NA,11229,2,0,2,1890,1890,1940,"1","B3",835000,2021-01-29
"brooklyn","Madison","02 Two Family Dwellings","1",6836,31,"B3","1858 Haring Street",NA,11229,2,0,2,1890,1890,1940,"1","B3",810000,2021-02-10
"brooklyn","Madison","02 Two Family Dwellings","1",6836,140,"B3","1886 Haring Street",NA,11229,2,0,2,1444,1828,1955,"1","B3",760000,2021-01-05
"brooklyn","Madison","02 Two Family Dwellings","1",7292,77,"B1","1927 East 13th Street",NA,11229,2,0,2,3000,2728,1925,"1","B1",2250000,2021-06-03
"brooklyn","Madison","02 Two Family Dwellings","1",7293,66,"B3","1953 East 14th Street",NA,11229,2,0,2,4000,1992,1930,"1","B3",1850000,2021-08-03
"brooklyn","Madison","02 Two Family Dwellings","1",7294,37,"B3","1968 East 16th Street",NA,11229,2,0,2,1509,1536,1930,"1","B3",780000,2021-08-27
"brooklyn","Madison","02 Two Family Dwellings","1",7294,40,"B3","1976 East 16th Street",NA,11229,2,0,2,1509,1536,1930,"1","B3",761000,2021-06-23
"brooklyn","Madison","02 Two Family Dwellings","1",7295,49,"B3","1607 Avenue T",NA,11229,2,0,2,4000,1840,1910,"1","B3",2300000,2021-04-30
"brooklyn","Madison","02 Two Family Dwellings","1",7296,21,"B2","1948 East 18 Street",NA,11229,2,0,2,2950,2520,1905,"1","B2",995000,2020-12-18
"brooklyn","Madison","02 Two Family Dwellings","1",7298,52,"B3","1995 East 19th Street",NA,11229,2,0,2,2200,1376,1925,"1","B3",1075000,2021-01-20
"brooklyn","Madison","02 Two Family Dwellings","1",7298,85,"B2","1915 East 19th Street",NA,11229,2,0,2,3773,2376,1920,"1","B2",1400000,2021-01-25
"brooklyn","Madison","02 Two Family Dwellings","1",7300,28,"B2","1986 East 22nd Street",NA,11229,2,0,2,3000,1862,1930,"1","B2",980000,2020-09-29
"brooklyn","Madison","02 Two Family Dwellings","1",7300,30,"B2","1988 East 22nd Street",NA,11229,2,0,2,3000,1862,1930,"1","B2",990000,2020-12-23
"brooklyn","Madison","02 Two Family Dwellings","1",7300,54,"B2","2073 East 21st Street",NA,11229,2,0,2,2000,1502,1930,"1","B2",672500,2021-04-21
"brooklyn","Madison","02 Two Family Dwellings","1",7300,55,"B2","2071 East 21st Street",NA,11229,2,0,2,4000,1570,1930,"1","B2",1300000,2020-10-14
"brooklyn","Madison","02 Two Family Dwellings","1",7302,47,"B3","2307 Avenue T",NA,11229,2,0,2,2400,1560,1920,"1","B3",1375000,2021-01-07
"brooklyn","Madison","02 Two Family Dwellings","1",7302,70,"B3","1945 E 23rd St",NA,11229,2,0,2,3000,2034,1920,"1","B3",990000,2021-06-02
"brooklyn","Madison","02 Two Family Dwellings","1",7305,66,"B3","1951 East 26th Street",NA,11229,2,0,2,2000,1184,1930,"1","B3",859000,2021-01-15
"brooklyn","Madison","02 Two Family Dwellings","1",7307,32,"B1","1960 East 29th Street",NA,11229,2,0,2,1750,1785,1930,"1","B1",823000,2021-07-19
"brooklyn","Madison","02 Two Family Dwellings","1",7307,33,"B1","1964 East 29th Street",NA,11229,2,0,2,1750,1785,1930,"1","B1",850000,2021-05-14
"brooklyn","Madison","02 Two Family Dwellings","1",7311,41,"B3","2999 Avenue T",NA,11229,2,0,2,2200,1552,1925,"1","B3",744000,2020-09-16
"brooklyn","Madison","02 Two Family Dwellings","1",7315,71,"S2","2343 Coney Island Ave",NA,11223,2,1,3,2010,4610,1928,"1","S2",2095000,2020-10-28
"brooklyn","Madison","02 Two Family Dwellings","1",7316,30,"B3","2062 Homecrest Avenue",NA,11229,2,0,2,4000,2323,1930,"1","B3",9e+05,2021-03-22
"brooklyn","Madison","02 Two Family Dwellings","1",7318,69,"B2","2029 East 13th Street",NA,11229,2,0,2,3325,2714,1920,"1","B2",2050000,2021-01-19
"brooklyn","Madison","02 Two Family Dwellings","1",7319,53,"B3","2071 East 14th Street",NA,11229,2,0,2,2125,1503,1920,"1","B3",980000,2021-08-03
"brooklyn","Madison","02 Two Family Dwellings","1",7321,44,"S2","1613 Avenue U",NA,11229,2,1,3,1680,3940,1928,"1","S2",935333,2021-08-04
"brooklyn","Madison","02 Two Family Dwellings","1",7321,45,"S2","1611 Avenue U",NA,11229,2,1,3,1680,3534,1928,"1","S2",905667,2021-08-04
"brooklyn","Madison","02 Two Family Dwellings","1",7321,46,"S2","1609 Avenue U",NA,11229,2,1,3,1680,4140,1928,"1","S2",905667,2021-08-04
"brooklyn","Madison","02 Two Family Dwellings","1",7322,21,"B1","2036 East 18th Street",NA,11229,2,0,2,2400,3762,1930,"1","B1",1365000,2020-12-23
"brooklyn","Madison","02 Two Family Dwellings","1",7326,45,"S2","2111 Ave U",NA,11229,2,1,3,1800,2520,1925,"1","S2",950000,2021-05-27
"brooklyn","Madison","02 Two Family Dwellings","1",7327,13,"B3","2016 East 23rd Street",NA,11229,2,0,2,2250,1590,1920,"1","B3",1153000,2021-05-11
"brooklyn","Madison","02 Two Family Dwellings","1",7328,62,"B1","2049 East 23rd Street",NA,11229,2,0,2,2700,2720,1930,"1","B1",1100000,2020-09-30
"brooklyn","Madison","02 Two Family Dwellings","1",7329,33,"B1","4164 Bedford Avenue",NA,11229,2,0,2,2600,2560,1925,"1","B1",1250000,2021-08-16
"brooklyn","Madison","02 Two Family Dwellings","1",7330,43,"B3","2076 East 26th Street",NA,11229,2,0,2,1800,1683,1940,"1","B3",650000,2021-06-22
"brooklyn","Madison","02 Two Family Dwellings","1",7330,72,"B1","4127 Bedford Avenue",NA,11229,2,0,2,2500,4080,1935,"1","B1",1300000,2021-03-18
"brooklyn","Madison","02 Two Family Dwellings","1",7331,16,"B1","2022 East 27th Street",NA,11229,2,0,2,3383,2816,1930,"1","B1",1375000,2021-05-25
"brooklyn","Madison","02 Two Family Dwellings","1",7331,52,"S2","2611 Avenue U",NA,11229,2,1,3,1680,2622,1928,"1","S2",1100000,2021-05-12
"brooklyn","Madison","02 Two Family Dwellings","1",7333,37,"B1","2070 East 29th Street",NA,11229,2,0,2,1800,1890,1930,"1","B1",825000,2020-09-30
"brooklyn","Madison","02 Two Family Dwellings","1",7337,17,"B3","2026 Batchelder Street",NA,11229,2,0,2,2008,1455,1935,"1","B3",789000,2021-05-25
"brooklyn","Madison","02 Two Family Dwellings","1",7340,68,"B1","2031 Coyle Street",NA,11229,2,0,2,1767,2040,1930,"1","B1",742000,2020-12-29
"brooklyn","Madison","02 Two Family Dwellings","1",7341,14,"B1","2172 Gerritsen Ave",NA,11229,2,0,2,2583,2420,1940,"1","B1",818000,2021-01-29
"brooklyn","Madison","02 Two Family Dwellings","1",7690,24,"B3","1549 East 29th Street",NA,11229,2,0,2,1900,2385,1930,"1","B3",777000,2021-05-19
"brooklyn","Madison","02 Two Family Dwellings","1",7690,90,"B9","2934 Nostrand Avenue",NA,11229,2,0,2,2237,1957,1945,"1","B9",825000,2021-05-10
"brooklyn","Madison","03 Three Family Dwellings","1",6819,81,"C0","1825 East 13th Street",NA,11229,3,0,3,2000,3072,1972,"1","C0",1350000,2021-04-29
"brooklyn","Madison","03 Three Family Dwellings","1",7319,20,"C0","2034 East 15th Street",NA,11229,3,0,3,2900,3118,1960,"1","C0",1580000,2021-01-15
"brooklyn","Madison","03 Three Family Dwellings","1",7322,36,"C0","2072 East 18th Street",NA,11229,3,0,3,3600,3252,1930,"1","C0",1605000,2020-12-18
"brooklyn","Madison","03 Three Family Dwellings","1",7690,39,"C0","1523 East 29th Street",NA,11229,3,0,3,2450,3395,1930,"1","C0",1100000,2021-02-04
"brooklyn","Madison","07 Rentals - Walkup Apartments","2A",6792,12,"C2","2984 Nostrand Avenue, 5",NA,11229,6,0,6,2000,5100,1925,"2","C2",1050000,2021-06-16
"brooklyn","Madison","07 Rentals - Walkup Apartments","2A",6800,52,"C3","1793 East 17th Street",NA,11229,4,0,4,3191,3552,1923,"2","C3",1850000,2020-12-03
"brooklyn","Madison","07 Rentals - Walkup Apartments","2",6820,75,"C1","1829 East 14th Street",NA,11229,23,0,23,6000,17700,1937,"2","C1",3500000,2020-11-16
"brooklyn","Madison","08 Rentals - Elevator Apartments","2",6802,31,"D8","2222-2226 Ocean Avenue, 5c",NA,11229,43,0,43,12301,56529,2018,"2","D8",375000,2021-08-18
"brooklyn","Madison","14 Rentals - 4-10 Unit","2A",6792,41,"S9","2913 Quentin Road",NA,11229,2,3,5,1433,2616,1933,"2","S9",780000,2020-12-09
"brooklyn","Madison","14 Rentals - 4-10 Unit","2A",7323,41,"S9","1823 Avenue U",NA,11229,2,3,5,1200,2400,1925,"2","S9",1365000,2021-07-30
"brooklyn","Madison","21 Office Buildings","4",6784,7,"O2","2116 Avenue P",NA,11229,0,4,4,4000,5950,1950,"4","O2",2150000,2021-07-30
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8724,219,"A1","227 Corbin Place",NA,11235,1,0,1,6000,5250,1950,"1","A1",1800000,2021-07-16
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8726,36,"A3","74 Amherst Street",NA,11235,1,0,1,4000,3100,2003,"1","A3",2230000,2021-02-18
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8727,48,"A9","45 Amherst Street",NA,11235,1,0,1,6000,1724,1920,"1","A9",1700000,2021-08-19
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8731,51,"A4","615 Hampton Avenue",NA,11235,1,0,1,4100,2160,1935,"1","A4",2270000,2021-02-17
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8733,55,"A1","126 Beaumont Street",NA,11235,1,0,1,4000,2010,1925,"1","A1",2100000,2020-12-31
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8736,12,"A1","160 Exeter Street",NA,11235,1,0,1,6000,2420,1930,"1","A1",1980000,2021-02-25
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8736,100,"A1","130 Exeter Street",NA,11235,1,0,1,3000,2480,1940,"1","A1",1200000,2021-08-09
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8739,73,"A9","290 Beaumont Street",NA,11235,1,0,1,11232,4049,1980,"1","A9",4750000,2021-08-11
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8740,40,"A2","250 Coleridge Street",NA,11235,1,0,1,6000,1468,1899,"1","A2",1900000,2021-06-28
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8741,30,"A9","270 Dover Street",NA,11235,1,0,1,4000,1895,1915,"1","A9",2400000,2020-10-19
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8741,74,"A1","225 Coleridge Street",NA,11235,1,0,1,4160,2664,1930,"1","A1",2625000,2020-11-30
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8742,97,"A1","242 Exeter Street",NA,11235,1,0,1,6240,3423,1930,"1","A1",2050000,2020-11-09
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8744,7,"A1","10 Falmouth Street",NA,11235,1,0,1,9360,4536,1955,"1","A1",2825000,2021-05-11
"brooklyn","Manhattan Beach","01 One Family Dwellings","1",8745,77,"A5","36 Girard Street",NA,11235,1,0,1,2575,2699,2019,"1","A5",1475000,2020-12-01
